大分類コード,中分類コード,小分類コード,細分類コード,名前,カナ
4,46,4623,462305,扇風機,センプウキ
4,46,4623,462310,冷風扇,レイフウセン
4,46,4623,462397,扇風機その他,センプウキソノタ
4,46,4625,462505,石油ストーブ,セキユスト－ブ
4,46,4625,462510,石油ファンヒーター,セキユフアンヒ－タ－
4,46,4625,462515,石油温風暖房機,セキユオンプウダンボウ
4,46,4625,462520,ガスストーブ,ガススト－ブ
4,46,4625,462525,ガスファンヒーター,ガスフアンヒ－タ－
4,46,4625,462597,全室暖房その他,ゼンシツダンボウソノタ
4,46,4627,462705,電子毛布,デンキモウフ
4,46,4627,462710,家具調ヤグラ,カグチヨウヤグラ
4,46,4627,462715,ヤグラコタツ,ヤグラコタツ
4,46,4627,462720,電子カーペット,デンシカ－ペツト
4,46,4627,462725,電気ストーブ,デンキスト－ブ
4,46,4627,462730,アンカ，カイロ,アンカ，カイロ
4,46,4627,462735,足温器,ソクオンキ
4,46,4627,462740,加湿器,カシツキ
4,46,4627,462745,部分暖房付属,ブブンダンボウフゾ
4,46,4627,462797,部分暖房その他,ブブンダンボウソノタ
4,46,4629,462905,湯沸器,ユワカシキ
4,46,4629,462910,ガステーブル,ガステ－ブル
4,46,4629,462915,ガス調理器,ガスチヨウリキ
4,46,4629,462920,換気扇,カンキセン
4,46,4629,462925,レンジフード,レンジフ－ド
4,46,4629,462930,食器乾燥機,シヨツキカンソウキ
4,46,4629,462935,食器洗機,シヨツキアライキ
4,46,4629,462997,厨房機器その他,チユウボウキキソノタ
4,46,4631,463105,電子レンジ,デンシレンジ
4,46,4631,463110,据付型オーブン,ソナエツケガタオ－ブン
4,46,4631,463115,ガスレンジ,ガスレンジ
4,46,4631,463120,電磁調理器,デンジチヨウリキ
4,46,4631,463197,レンジその他,レンジソノタ
4,46,4633,463305,ジューサーミキサー,ジユ－サ－ミキサ－
4,46,4633,463310,餅つき機,モチツキキ
4,46,4633,463315,ハンドミキサー,ハンドミキサ－
4,46,4633,463320,コーヒーミル,コ－ヒ－ミル
4,46,4633,463325,電気氷かき,デンキコオリカキ
4,46,4633,463330,シャープナー,シヤ－プナ－
4,46,4633,463397,回転調理器その他,カイテンチヨウリキソノタ
4,46,4635,463505,電気炊飯器,デンキスイハンキ
4,46,4635,463510,電子ジャー,デンシジヤ－
4,46,4635,463515,トースター,ト－スタ－
4,46,4635,463520,電気オ－ブン,デンキオ－ブン
4,46,4635,463525,コーヒーメーカー,コ－ヒ－メ－カ－
4,46,4635,463530,ホットプレート,ホツトプレ－ト
4,46,4635,463535,タイマースイッチ群,タイマ－スイツチグン
4,46,4635,463597,電熱調理器その他,デンネツチヨウリキソノタ
4,46,4637,463705,浄水器・整水器,ジヨウスイキ，セイスイキ
4,46,4637,463797,調理関連その他,チヨウリカンレンソノタ
4,46,4639,463905,冷蔵庫,レイゾウコ
4,46,4639,463910,冷凍庫,レイトウコ
4,46,4639,463915,ウオータークーラー,ウオ－タ－ク－ラ－
4,46,4639,463997,冷蔵機器その他,レイゾウキキソノタ
4,46,4641,464105,洗濯機,センタクキ
4,46,4641,464110,乾燥機,カンソウキ
4,46,4641,464115,フトン乾燥機,フトンカンソウキ
4,46,4641,464120,スタンド,スタンド
4,46,4641,464125,掃除機,ソウジキ
4,46,4641,464197,家事用品その他,カジヨウヒンソノタ
4,46,4643,464305,ヘアードライヤー,ヘア－ドライヤ－
4,46,4643,464310,ホットカーラー,ホツトカ－ラ－
4,46,4643,464315,電気カミソリ,デンキカミソリ
4,46,4643,464320,アイロン,アイロン
4,46,4643,464325,ズボンプレッサー,ズボンプレツサ－
4,46,4643,464397,理美容用品その他,リビヨウヨウヒンソノタ
4,46,4645,464505,マッサージ椅子,マツサ－ジイス
4,46,4645,464510,バイブレーター,バイブレ－タ－
4,46,4645,464515,補聴器,ホチヨウキ
4,46,4645,464520,体温計,タイオンケイ
4,46,4645,464530,血圧計,ケツアツケイ
4,46,4645,464535,低，高周波治療器,テイ，コウシユウハチリヨウキ
4,46,4645,464540,電気ハブラシ,デンキハブラシ
4,46,4645,464545,口腔洗浄機,コウクウセンジヨウキ
4,46,4645,464550,トレーニング器具,トレ－ニングキグ
4,46,4645,464555,ゴルフ練習機,ゴルフレンシユウキ
4,46,4645,464560,ホームサウナ,ホ－ムサウナ
4,46,4645,464565,温水洗浄便器,オンスイセンジヨウベンサ
4,46,4645,464597,健康医療機器その他,ケンコウイリヨウキキソノタ
4,46,4647,464705,ペンダント,ペンダント
4,46,4647,464710,シーリングライト,シ－リングライト
4,46,4647,464715,ブラケット,ブラケツト
4,46,4647,464720,シャンデリア,シヤンデリア
4,46,4647,464725,スタンド（フロアスタンドを含む）,スタンド
4,46,4647,464797,照明用品その他,シヨウメイヨウヒンソノタ
4,46,4649,464905,電卓,デンタク
4,46,4649,464910,電訳機,デンヤクキ
4,46,4649,464915,電子手帳,デンシテチヨウ
4,46,4649,464920,学用品,ガクヨウヒン
4,46,4649,464997,事務機・学用品その他,ジムキ．ガクヨウヒンソノ
4,46,4651,465105,時計,トケイ
4,46,4651,465110,カメラ,カメラ
4,46,4651,465197,時計・カメラその他,トケイ．カメラソノタ
4,46,4653,465305,ピアノ（家電メーカー）,ピアノ（カデンメ－カ－）
4,46,4653,465310,電子ピアノ（家電メーカー）,デンシピアノ（カデンメ
4,46,4653,465315,電子オルガン（家電メーカー）,デンシオルガン（カデン
4,46,4653,465320,シンセサイザー（家電メーカー）,シンセサイザ－（カデンメ
4,46,4653,465397,楽器その他,ガツキソノタ
4,46,4655,465505,パソコン,パソコン
4,46,4655,465510,電話機,デンワキ
4,46,4655,465515,ワ－プロ,ワ－プロ
4,46,4655,465520,複写機,フクシヤキ
4,46,4655,465525,ファクシミリ,フアクシミリ
4,46,4655,465597,ＯＡ機器その他,ＯＡキキソノタ
4,46,4657,465705,厨房設備,チユウボウセツビ
4,46,4657,465710,ポンプ,ポンプ
4,46,4657,465715,洗面用品,センメンヨウヒン
4,46,4657,465720,温水器,オンスイキ
4,46,4657,465725,インタホン，チャイム群,インタホン，チヤイムグン
4,46,4657,465797,住設用品その他,ジユウセツヨウヒンソノタ
4,46,4659,465905,電動工具,デンドウコウグ
4,46,4659,465910,園芸器具,エンゲイキグ
4,46,4659,465915,ポータブル電源群,ポ－タブルデンゲンク
4,46,4659,465997,大工・園芸品，レジャー用品その他,ダイク．エンゲイレジヤ
4,46,4661,466105,電池,デンチ
4,46,4661,466110,電球,デンキユウ
4,46,4661,466115,螢光ランプ,ケイコウランプ
4,46,4661,466120,配線器具,ハイセンキグ
4,46,4661,466125,フラッシュライト,フラツシユライト
4,46,4661,466130,電池クリーナー,デンチクリ－ナ－
4,46,4661,466197,消耗家電その他,シヨウモウカデンソノタ
4,46,4663,466305,剃刀の替刃,カミソリノカエバ
4,46,4663,466310,掃除機紙パック,ソウジキカミパツク
4,46,4663,466315,石油ストーブ芯,セキユスト－ブシン
4,46,4663,466320,換気扇フィルター,カンキセンフイルタ－
4,46,4663,466325,空気清浄器フィルター,クウキセイジヨウキフイルタ
4,46,4663,466330,プリンターリボン,プリンタ－リボン
4,46,4663,466335,ワープロ用紙,ワ－プロヨウシ
4,46,4663,466340,感熱紙,カンネツシ
4,46,4663,466345,ラベル,ラベル
4,46,4663,466350,浄水機カートリッジ,ジヨウスイキカ－トリツジ
4,46,4663,466397,消耗部品その他,シヨウモウブヒンソノタ
4,46,4697,469797,その他家電,ソノタカデン
4,49,4901,490101,絵画,カイガ
4,49,4901,490103,彫刻,チヨウコク
4,49,4901,490105,書跡及び典籍,シヨセキオヨビテンセキ
4,49,4901,490197,美術工芸品一般,ビジユツコウゲイヒンイ
4,49,4903,490301,ミシン,ミシン
4,49,4903,490310,ミシン関連品,ミシンカンレンヒン
4,49,4903,490397,ミシン一般,ミシンイツパン
4,49,4904,490401,貴金属,キキンゾク
4,49,4904,490410,貴金属関連品,キキンゾクカンレンヒン
4,49,4904,490497,貴金属一般,キキンゾクイツパン
4,49,4997,499797,その他一般耐久消費財,ソノタイツパンタイキユウシ
5,51,5101,510101,子供肌着,コドモハダギ
5,51,5101,510103,紳士肌着,シンシハダギ
5,51,5101,510105,婦人肌着,フジンハダギ
5,51,5101,510107,ランジェリー、ファンデーション,ランジエリ－，フアンデ－
5,51,5101,510109,ナイトウェア,ナイトウエア
5,51,5101,510111,子供靴下,コドモクツシタ
5,51,5101,510113,紳士靴下,シンシクツシタ
5,51,5101,510115,婦人靴下,フジンクツシタ
5,51,5101,510197,肌着・靴下一般,ハダギ，クツシタイツパ
5,51,5102,510201,ベビー用品,ベビ－ヨウヒン
5,51,5102,510203,幼児服,ヨウジフク
5,51,5102,510205,幼児洋品,ヨウジヨウヒン
5,51,5102,510207,男児服,ダンジフク
5,51,5102,510209,男児洋品,ダンジヨウヒン
5,51,5102,510211,女児服,ジヨジフク
5,51,5102,510213,女児洋品,ジヨジヨウヒン
5,51,5102,510215,スクール衣料,スク－ルイリヨウ
5,51,5102,510297,子供衣料一般,コドモイリヨウイツパン
5,51,5103,510301,紳士服,シンシフク
5,51,5103,510303,コート,コ－ト
5,51,5103,510305,上衣,ウワギ
5,51,5103,510307,セーター、ベスト,セ－タ－，ベスト
5,51,5103,510309,スラックス,スラツクス
5,51,5103,510311,ワイシャツ,ワイシヤツ
5,51,5103,510313,ワーキングウェア,ワ－キングウエア
5,51,5103,510397,紳士衣料一般,シンシイリヨウイツパン
5,51,5104,510401,婦人服,フジンフク
5,51,5104,510403,コート,コ－ト
5,51,5104,510405,スカート,スカ－ト
5,51,5104,510407,セーター、ブラウス,セ－タ－，ブラウス
5,51,5104,510409,スラックス,スラツクス
5,51,5104,510411,服地,フクジ
5,51,5104,510413,毛皮,ケガワ
5,51,5104,510415,用品,ヨウヒン
5,51,5104,510497,婦人衣料一般,フジンイリヨウイツパン
5,51,5105,510501,スキー,スキ－
5,51,5105,510503,テニス,テニス
5,51,5105,510505,ゴルフ,ゴルフ
5,51,5105,510507,マリーン,マリ－ン
5,51,5105,510509,フィットネス,フイツトネス
5,51,5105,510511,登山・ヘビーデューティー,トザン　ヘビ－デユ－テ
5,51,5105,510597,スポーツウェア一般,スポ－ツウエア　イツパン
5,51,5106,510601,絵羽,エバ
5,51,5106,510603,染着尺,ソメキジヤク
5,51,5106,510605,織着尺,オリキジヤク
5,51,5106,510607,帯,オビ
5,51,5106,510609,実用呉服,ジツヨウゴフク
5,51,5106,510611,小物、付属品,コモノ，フゾクヒン
5,51,5106,510613,喪装、裏地,モフク，ウラジ
5,51,5106,510615,コート,コ－ト
5,51,5106,510697,呉服一般,ゴフクイツパン
5,51,5107,510701,紳士略礼,シンシリヤクレイ
5,51,5107,510703,紳士礼服,シンシレイフク
5,51,5107,510705,紳士上衣、コート、スラックス,シンシウワギ，コ－ト，スラ
5,51,5107,510707,紳士シャツ他,シンシシヤツホカ
5,51,5107,510709,婦人,フジン
5,51,5107,510711,男児,ダンジ
5,51,5107,510713,女児,ジヨジ
5,51,5107,510715,小物,コモノ
5,51,5107,510797,フォーマル一般,フオ－マルイツパン
5,51,5108,510801,紳士デニムレギュラージーンズ,シンシデニムレギユラ－シ
5,51,5108,510803,紳士カラーレギュラージーンズ,シンシカラ－レギユラ－ジ
5,51,5108,510805,紳士その他のボトムス,シンシソノタノボトムス
5,51,5108,510807,紳士ジーンズトップス,シンシジ－ンズトツプス
5,51,5108,510809,婦人デニムレギュラージーンズ,フジンデニムレギユラ－
5,51,5108,510811,婦人カラーレギュラージーンズ,フジンカラ－レギユラ－シ
5,51,5108,510813,婦人その他のボトムス,フジンソノタノボトムス
5,51,5108,510815,婦人ジーンズトップス,フジンジ－ンズトツプ
5,51,5108,510817,子供ジーンズ,コドモジ－ンズ
5,51,5108,510819,子供ジーンズトップス,コドモジ－ンズトツプ
5,51,5108,510897,ジーンズ一般,ジ－ンズイツパン
5,51,5197,519797,その他一般衣料・衣服,イツパンイリヨウ，イフク
5,53,5301,530101,掛ふとん,カケフトン
5,53,5301,530103,敷ふとん,シキフトン
5,53,5301,530105,肌ふとん,ハダフトン
5,53,5301,530107,組ふとん,クミフトン
5,53,5301,530109,組座ふとん,クミザフトン
5,53,5301,530111,マットレス,マツトレス
5,53,5301,530113,まくら,マクラ
5,53,5301,530197,ふとん一般,フトンイツパン
5,53,5302,530201,純毛毛布,ジユンモウモウフ
5,53,5302,530203,合繊毛布,ゴウセンモウフ
5,53,5302,530205,綿毛布,メンモウフ
5,53,5302,530207,夜着毛布,ヤギモウフ
5,53,5302,530209,電気毛布,デンキモウフ
5,53,5302,530211,ひざ掛毛布,ヒザカケモウフ
5,53,5302,530297,毛布一般,モウフイツパン
5,53,5303,530301,掛カバー,カケカバ－
5,53,5303,530303,敷カバー,シキカバ－
5,53,5303,530305,肌カバー,ハダカバ－
5,53,5303,530307,毛布カバー,モウフカバ－
5,53,5303,530309,枕カバー,マクラカバ－
5,53,5303,530311,衿カバー,エリカバ－
5,53,5303,530313,シーツ,シ－ツ
5,53,5303,530397,カバー・シーツ一般,カバ－，シ－ツイツパン
5,53,5304,530401,ベッド用ふとん,ベツドヨウフトン
5,53,5304,530403,ベッドパット,ベツドパツト
5,53,5304,530405,ベッドスプレッド,ベツドスプレツド
5,53,5304,530407,ベッド用毛布,ベツドヨウモウフ
5,53,5304,530409,ベッド用タオルケット,ベツドヨウタオルケツト
5,53,5304,530411,ベッド用シーツ,ベツドヨウシ－ツ
5,53,5304,530413,ベッド用枕,ベツドヨウマクラ
5,53,5304,530415,ベッド,ベツド
5,53,5304,530497,ベッド用品一般,ベツドヨウヒンイツパン
5,53,5305,530501,コタツふとん,コタツフトン
5,53,5305,530503,コタツ敷ふとん,コタツシキフトン
5,53,5305,530505,コタツふとんカバー,コタツフトンカバ－
5,53,5305,530507,コタツ上掛,コタツウワカケ
5,53,5305,530509,コタツ毛布,コタツモウフ
5,53,5305,530511,暖卓・天板,コタツ，テ－ブル
5,53,5305,530513,座いす,ザイス
5,53,5305,530515,座ぶとん,ザブトン
5,53,5305,530517,座布団カバー,ザブトンカバ－
5,53,5305,530597,コタツ用品一般,コタツヨウヒンイツパン
5,53,5306,530601,ベビー組ふとん,ベビ－クミフトン
5,53,5306,530603,ベビー掛ふとん,ベビ－カケフトン
5,53,5306,530605,ベビー敷ふとん,ベビ－シキフトン
5,53,5306,530607,ベビー肌ふとん,ベビ－ハダフトン
5,53,5306,530609,ベビー毛布,ベビ－モウフ
5,53,5306,530611,ベビータオルケット,ベビ－タオルケツト
5,53,5306,530613,ベビー用カバーシーツ,ベビ－ヨウカバ－シ－ツ
5,53,5306,530615,ベビー枕,ベビ－マクラ
5,53,5306,530617,ベビーベッド,ベビ－ベツド
5,53,5306,530697,ベビー寝具一般,ベビ－シングイツパン
5,53,5307,530701,パジャマ,パジヤマ
5,53,5307,530703,ネグリジェ,ネグリジエ
5,53,5307,530705,ガウン,ガウン
5,53,5307,530707,ロープ,ロ－プ
5,53,5307,530709,ねまき,ネマキ
5,53,5307,530711,ポンチョ,ポンチヨ
5,53,5307,530713,甚平,ジンベ
5,53,5307,530797,寝装品一般,シンソウヒンイツパン
5,53,5308,530801,バスタオル,バスタオル
5,53,5308,530803,フェイスタオル,フエイスタオル
5,53,5308,530805,ハンドタオル,ハンドタオル
5,53,5308,530807,スポーツタオル,スポ－ツタオル
5,53,5308,530809,バスローブ,バスロ－ブ
5,53,5308,530811,トイレ用品,トイレヨウヒン
5,53,5308,530813,タオルケット,タオルケツト
5,53,5308,530897,タオル製品一般,タオルセイヒンイツパン
5,53,5309,530901,カーテン・ブラインド,カ－テン，ブラインド
5,53,5309,530903,カーペット・敷物類,カ－ペツト，シキモノルイ
5,53,5309,530905,マット・ラグ,マツト，ラグ
5,53,5309,530907,クッション,クツシヨン
5,53,5309,530909,インテリア雑貨,インテリアザツカ
5,53,5309,530911,ダイニング・キッチン用品,ダイニング，キツチンヨウ
5,53,5309,530913,バス用品,バスヨウヒン
5,53,5309,530915,壁材,カベザイ
5,53,5309,530997,室内用品一般,シツナイヨウヒンイツパン
5,53,5397,539797,その他一般寝具・寝装品,ソノタイツパンシング，シ
5,54,5401,540101,ハンカチーフ,ハンカチ－フ
5,54,5401,540103,マフラー・スカーフ,マフラ－　スカ－フ
5,54,5401,540105,ネクタイ,ネクタイ
5,54,5401,540107,蝶ネクタイ・アスコット・ループタイ,チヨウネクタイ　アスコツト
5,54,5401,540109,ベルト・サスペンダー,ベルト　サスペンダ－
5,54,5401,540111,手袋,テブクロ
5,54,5401,540113,帽子,ボウシ
5,54,5401,540197,子供服飾一般,コドモ　フクシヨク　イツハ
5,54,5402,540201,ハンカチーフ,ハンカチ－フ
5,54,5402,540203,マフラー・スカーフ,マフラ－　スカ－フ
5,54,5402,540205,ネクタイ,ネクタイ
5,54,5402,540207,蝶ネクタイ・アスコット・ループタイ,チヨウネクタイ　アスコツト
5,54,5402,540209,ベルト・サスペンダー,ベルト　サスペンダ－
5,54,5402,540211,手袋,テブクロ
5,54,5402,540213,帽子,ボウシ
5,54,5402,540297,紳子服飾一般,シンシ　フクシヨク　イツパ
5,54,5403,540301,ハンカチーフ,ハンカチ－フ
5,54,5403,540303,マフラー・スカーフ,マフラ－　スカ－フ
5,54,5403,540305,ネクタイ,ネクタイ
5,54,5403,540307,蝶ネクタイ・アスコット・ループタイ,チヨウネクタイ
5,54,5403,540309,ベルト・サスペンダー,ベルト　サスペンダ－
5,54,5403,540311,手袋,テブクロ
5,54,5403,540313,帽子,ボウシ
5,54,5403,540397,婦人服飾一般,フジン　フクシヨク　イツハ
5,54,5404,540401,帯どめ,オビドメ
5,54,5404,540403,帯あげ,オビアゲ
5,54,5404,540405,腰ひも・だて巻,コシヒモ，ダテマキ
5,54,5404,540407,羽織ひも,ハオリヒモ
5,54,5404,540409,半えり,ハンエリ
5,54,5404,540411,すそよけ（けだし）,スソヨケ（ケダシ）
5,54,5404,540497,和装用身の回り品一般,ワソウヨウミノマワリヒンイツ
5,54,5405,540501,ハンドバッグ,ハンドバツグ
5,54,5405,540503,小物入れ,コモノイレ
5,54,5405,540505,ファッションバッグ,フアツシヨンバツグ
5,54,5405,540597,袋物一般,フクロモノイツパン
5,54,5406,540601,旅行用カバン,リヨコウヨウカバン
5,54,5406,540603,事務用かばん,ジムヨウカバン
5,54,5406,540605,学生かばん,ガクセイカバン
5,54,5406,540607,スポーツ・レジャー用かばん,スポ－ツ，レジヤ－ヨウカ
5,54,5406,540609,楽器用ケース,ガツキヨウケ－ス
5,54,5406,540611,光学機器・ラジオ用ケース,コウガクキキ，ラジオヨウ
5,54,5406,540613,職業用かばん,シヨクギヨウヨウカバン
5,54,5406,540697,かばん一般,カバンイツパン
5,54,5407,540701,和がさ,ワガサ
5,54,5407,540703,洋傘,ヨウガサ
5,54,5407,540705,つえ（ステッキ）,ツエ（ステツキ）
5,54,5407,540797,かさ・つえ一般,カサ，ツエイツパン
5,54,5408,540801,扇子,センス
5,54,5408,540803,うちわ,ウチワ
5,54,5408,540805,扇子・うちわの部品,センス，ウチワノブヒン
5,54,5408,540897,扇子・うちわ一般,センス，ウチワイツパン
5,54,5409,540901,指輪,ユビワ
5,54,5409,540903,ネックレス,ネツクレス
5,54,5409,540905,イヤリング,イヤリング
5,54,5409,540907,ブレスレット類,ブレスレツトルイ
5,54,5409,540909,ペンダント,ペンダント
5,54,5409,540911,ブローチ、ハットピン類,ブロ－チ，ハツトピンルイ
5,54,5409,540913,カラーボタン類,カラ－ボタンルイ
5,54,5409,540915,頭・髪飾り,アタマ，カミカザリ
5,54,5409,540997,装身具一般,ソウシングイツパン
5,54,5497,549701,衛生衣服附属品,エイセイイフクフゾクヒン
5,54,5497,549703,レギンス,レギンス
5,54,5497,549705,財布類,サイフ
5,54,5497,549707,喫煙具,キツエング
5,54,5497,549797,その他一般身の回り品,ソノタイツパンミノマワリヒ
5,55,5501,550101,シューズ,シユ－ズ
5,55,5501,550104,ブーツ,ブ－ツ
5,55,5501,550107,サンダル,サンダル
5,55,5501,550109,その他靴,ソノタ　クツ
5,55,5502,550210,チャイルドシューズ,チヤイルド　シユ－ズ
5,55,5502,550211,ジュニアシューズ,ジユニア　シユ－ズ
5,55,5502,550212,パンプス,パンプス
5,55,5502,550213,シューズ,シユ－ズ
5,55,5502,550214,ブーツ,ブ－ツ
5,55,5502,550216,スポーツシューズ,スポ－ツ　シユ－ズ
5,55,5502,550217,サンダル,サンダル
5,55,5502,550218,ヘップサンダル,ヘツプ　サンダル
5,55,5502,550219,その他靴,ソノタ　クツ
5,55,5503,550320,チャイルドシューズ,チヤイルド　シユ－ズ
5,55,5503,550321,ジュニアシューズ,ジユニア　シユ－ズ
5,55,5503,550323,スクールシューズ,スク－ル　シユ－ズ
5,55,5503,550324,ウインターシューズ,ウインタ－　シユ－ズ
5,55,5503,550325,レインシューズ,レイン　シユ－ズ
5,55,5503,550326,スポーツシューズ,スポ－ツ　シユ－ズ
5,55,5503,550327,サンダル,サンダル
5,55,5503,550329,その他靴,ソノタ　クツ
5,55,5504,550430,レース（革底）,レ－ス
5,55,5504,550431,レース,レ－ス
5,55,5504,550432,スリポン（革底）,スリポン
5,55,5504,550433,スリポン,スリポン
5,55,5504,550434,ブーツ（革底）,ブ－ツ
5,55,5504,550435,ブーツ,ブ－ツ
5,55,5504,550436,スポーツシューズ,スポ－ツ　シユ－ズ
5,55,5504,550437,サンダル,サンダル
5,55,5504,550439,その他靴,ソノタ　クツ
5,55,5505,550541,レース,レ－ス
5,55,5505,550543,スリポン,スリポン
5,55,5505,550544,ブーツ,ブ－ツ
5,55,5505,550546,スポーツシューズ,スポ－ツ　シユ－ズ
5,55,5505,550547,サンダル,サンダル
5,55,5505,550548,ヘップサンダル,ヘツプ　サンダル
5,55,5505,550549,その他靴,ソノタ　クツ
5,55,5506,550651,スタンダードカジュアルシューズ,スタンダ－ド　カジユア
5,55,5506,550654,ウインターシューズ,ウインタ－　シユ－ズ
5,55,5506,550655,レインシューズ,レイン　シユ－ズ
5,55,5506,550656,スポーツシューズ,スポ－ツ　シユ－ズ
5,55,5506,550659,その他靴,ソノタ　クツ
5,55,5507,550762,パンプス,パンプス
5,55,5507,550763,シューズ,シユ－ズ
5,55,5507,550764,ブーツ,ブ－ツ
5,55,5507,550766,スポーツシューズ,スポ－ツ　シユ－ズ
5,55,5507,550767,サンダル,サンダル
5,55,5507,550769,その他靴,ソノタ　クツ
5,55,5508,550872,パンプス,パンプス
5,55,5508,550873,シューズ,シユ－ズ
5,55,5508,550874,ブーツ,ブ－ツ
5,55,5508,550875,レイン　シューズ,レイン　シユ－ズ
5,55,5508,550876,スポーツシューズ,スポ－ツ　シユ－ズ
5,55,5508,550877,サンダル,サンダル
5,55,5508,550878,ヘップサンダル,ヘツプサンダル
5,55,5508,550879,その他靴,ソノタ　クツ
5,55,5509,550981,スタンダードカジュアルシューズ,スタンダ－ド　カジユア
5,55,5509,550984,ウインターシューズ,ウインタ－　シユ－ズ
5,55,5509,550985,レイン　シューズ,レイン　シユ－ズ
5,55,5509,550986,スポーツシューズ,スポ－ツ　シユ－ズ
5,55,5509,550989,その他靴,ソノタ　クツ
5,55,5510,551090,付属品,フゾクヒン
5,55,5510,551091,ルームシューズ,ル－ム　シユ－ズ
5,55,5510,551092,スリッパ,スリツパ
5,55,5510,551093,下駄　草履,ゲタ　ゾ－リ
5,55,5510,551094,安全靴,アンゼン　グツ
5,55,5510,551095,作業靴　地下足袋,サギヨウグツ　ジカタヒ
5,55,5510,551096,スポーツ専用,スポ－ツ　センヨウ
5,55,5510,551097,ビーチサンダル・フィッティング,ビ－チサンダル，フイツテ
5,55,5510,551099,その他靴,ソノタ　クツ
5,56,5601,560101,野球　バッグ・ケース,ヤキユウバツグ，ケース
5,56,5601,560103,野球　ボール,ヤキユウボール
5,56,5601,560105,野球　グラブ,ヤキユウグラブ
5,56,5601,560106,野球　手袋,ヤキユウテブクロ
5,56,5601,560107,野球　バット,ヤキユウバツト
5,56,5601,560109,野球　防具,ヤキユウボウグ
5,56,5601,560145,野球　その他グッズ,ヤキユウソノタグツズ
5,56,5601,560147,野球　シューズ,ヤキユウシユーズ
5,56,5601,560148,野球　シューズアクセサリー,ヤキユウシユーズアクセサリ
5,56,5601,560151,野球　トレーニングウェア,ヤキユウトレーニングウエア
5,56,5601,560153,野球　ウインドブレーカー,ヤキユウウインドブレーカ
5,56,5601,560155,野球　スウエット,ヤキユウスウエツト
5,56,5601,560157,野球　ユニフォーム,ヤキユウユニフオーム
5,56,5601,560159,野球　トレーナー・Ｔシャツ,ヤキユウトレーナー，Ｔシヤツ
5,56,5601,560172,野球　アンダーウエア,ヤキユウアンダーウエア
5,56,5601,560188,野球　アクセサリー,ヤキユウアクセサリー
5,56,5601,560189,野球　その他ウェア,ヤキユウソノタウエア
5,56,5601,560197,野球　その他,ヤキユウソノタ
5,56,5602,560201,ソフトボール　バッグ・ケース,ソフトボールバツグ，ケ
5,56,5602,560203,ソフトボール　ボール,ソフトボールボール
5,56,5602,560205,ソフトボール　グラブ,ソフトボールグラブ
5,56,5602,560206,ソフトボール　手袋,ソフトボールテブクロ
5,56,5602,560207,ソフトボール　バット,ソフトボールバツト
5,56,5602,560209,ソフトボール　防具,ソフトボールボウグ
5,56,5602,560245,ソフトボール　その他グッズ,ソフトボールソノタグツス
5,56,5602,560247,ソフトボール　シューズ,ソフトボールシユーズ
5,56,5602,560248,ソフトボール　シューズアクセサリー,ソフトボールシユーズアク
5,56,5602,560251,ソフトボール　トレーニングウェア,ソフトボールトレーニング
5,56,5602,560253,ソフトボール　ウインドブレーカー,ソフトボールウインドブ
5,56,5602,560255,ソフトボール　スウエット,ソフトボールスウエツト
5,56,5602,560257,ソフトボール　ユニフォーム,ソフトボールユニフオーム
5,56,5602,560259,ソフトボール　トレーナー・Ｔシャツ,ソフトボールトレーナー，Ｔ
5,56,5602,560272,ソフトボール　アンダーウエア,ソフトボールアンダーウエ
5,56,5602,560288,ソフトボール　アクセサリー,ソフトボールアクセサリー
5,56,5602,560289,ソフトボール　その他ウェア,ソフトボールソノタウエア
5,56,5602,560297,ソフトボール　その他,ソフトボールソノタ
5,56,5610,561001,バスケットボール　バッグ・ケース,バスケツトボールバツク
5,56,5610,561003,バスケットボール　ボール,バスケツトボールボール
5,56,5610,561045,バスケットボール　その他グッズ,バスケツトボールソノタク
5,56,5610,561047,バスケットボール　シューズ,バスケツトボールシユース
5,56,5610,561048,バスケットボール　シューズアクセサリー,バスケツトボールシユース
5,56,5610,561051,バスケットボール　トレーニングウェア,バスケツトボールトレーニ
5,56,5610,561053,バスケットボール　ウインドブレーカー,バスケツトボールウイント
5,56,5610,561055,バスケットボール　スウエット,バスケツトボールスウエツ
5,56,5610,561057,バスケットボール　ゲームウェア,バスケツトボールゲーム
5,56,5610,561059,バスケットボール　トレーナー・Ｔシャツ,バスケツトボールトレーナ
5,56,5610,561072,バスケットボール　アンダーウエア,バスケツトボールアンダ
5,56,5610,561088,バスケットボール　アクセサリー,バスケツトボールアクセサ
5,56,5610,561089,バスケットボール　その他ウェア,バスケツトボールソノタウ
5,56,5610,561097,バスケットボール　その他,バスケツトボールソノタ
5,56,5611,561101,バレーボール　バッグ・ケース,バレーボールバツグ，
5,56,5611,561103,バレーボール　ボール,バレーボールボール
5,56,5611,561145,バレーボール　その他グッズ,バレーボールソノタグツ
5,56,5611,561147,バレーボール　シューズ,バレーボールシユーズ
5,56,5611,561148,バレーボール　シューズアクセサリー,バレーボールシユーズア
5,56,5611,561151,バレーボール　トレーニングウェア,バレーボールトレーニンク
5,56,5611,561153,バレーボール　ウインドブレーカー,バレーボールウインドフ
5,56,5611,561155,バレーボール　スウエット,バレーボールスウエツト
