大分類コード,中分類コード,小分類コード,細分類コード,名前,カナ
5,56,5662,566257,ヨット・Ｍボート　ゲームウェア,ヨツト，Ｍボードゲーム
5,56,5662,566259,ヨット・Ｍボート　トレーナー・Ｔシャツ,ヨツト，Ｍボードトレーナ
5,56,5662,566272,ヨット・Ｍボート　アンダーウエア,ヨツト，Ｍボードアンダ
5,56,5662,566288,ヨット・Ｍボート　アクセサリー,ヨツト，Ｍボードアクセサ
5,56,5662,566289,ヨット・Ｍボート　その他ウェア,ヨツト，Ｍボードソノタウ
5,56,5662,566297,ヨット・Ｍボート　その他,ヨツト，Ｍボードソノタ
5,56,5663,566307,カヌー・カヤック　パドル・オール,カヌー，カヤツクパドル，
5,56,5663,566309,カヌー・カヤック　防具（セーフティギア）,カヌー，カヤツクボウグ（
5,56,5663,566335,カヌー・カヤック　ウエットスーツ,カヌー，カヤツクウエツトスー
5,56,5663,566337,カヌー・カヤック　艇,カヌー，カヤツクテイ
5,56,5663,566345,カヌー・カヤック　その他グッズ,カヌー，カヤツクソノタグツ
5,56,5663,566347,カヌー・カヤック　シューズ,カヌー，カヤツクシユーズ
5,56,5663,566348,カヌー・カヤック　シューズアクセサリー,カヌー，カヤツクシユーズア
5,56,5663,566351,カヌー・カヤック　トレーニングウェア,カヌー，カヤツクトレーニンク
5,56,5663,566353,カヌー・カヤック　ウインドブレーカー,カヌー，カヤツクウインドフ
5,56,5663,566355,カヌー・カヤック　スウエット,カヌー，カヤツクスウエツト
5,56,5663,566357,カヌー・カヤック　ゲームウェア,カヌー，カヤツクゲームウエ
5,56,5663,566359,カヌー・カヤック　トレーナー・Ｔシャツ,カヌー，カヤツクトレーナー，
5,56,5663,566372,カヌー・カヤック　アンダーウエア,カヌー，カヤツクアンダーウ
5,56,5663,566388,カヌー・カヤック　アクセサリー,カヌー，カヤツクアクセサリ
5,56,5663,566389,カヌー・カヤック　その他ウェア,カヌー，カヤツクソノタウエ
5,56,5663,566397,カヌー・カヤック　その他,カヌー，カヤツクソノタ
5,56,5668,566801,マリンＳＰ他　バッグ・ケース,マリンＳＰタバツグ，ケー
5,56,5668,566845,マリンＳＰ他　その他グッズ,マリンＳＰタソノタグツズ
5,56,5668,566847,マリンＳＰ他　シューズ,マリンＳＰタシユーズ
5,56,5668,566848,マリンＳＰ他　シューズアクセサリー,マリンＳＰタシユーズアクセ
5,56,5668,566851,マリンＳＰ他　トレーニングウェア,マリンＳＰタトレーニングウ
5,56,5668,566853,マリンＳＰ他　ウインドブレーカー,マリンＳＰタウインドブレ
5,56,5668,566855,マリンＳＰ他　スウエット,マリンＳＰタスウエツト
5,56,5668,566859,マリンＳＰ他　トレーナー・Ｔシャツ,マリンＳＰタトレーナー，Ｔシ
5,56,5668,566872,マリンＳＰ他　アンダーウエア,マリンＳＰタアンダーウエア
5,56,5668,566888,マリンＳＰ他　アクセサリー,マリンＳＰタアクセサリー
5,56,5668,566889,マリンＳＰ他　その他ウェア,マリンＳＰタソノタウエア
5,56,5668,566897,マリンＳＰ他　その他,マリンＳＰタソノタ
5,56,5670,567001,ボクシング　バッグ・ケース,ボクシングバツグ，ケ
5,56,5670,567005,ボクシング　グローブ,ボクシンググローブ
5,56,5670,567009,ボクシング　防具,ボクシングボウグ
5,56,5670,567045,ボクシング　その他グッズ,ボクシングソノタグツス
5,56,5670,567047,ボクシング　シューズ,ボクシングシユーズ
5,56,5670,567048,ボクシング　シューズアクセサリー,ボクシングシユーズアク
5,56,5670,567051,ボクシング　トレーニングウェア,ボクシングトレーニング
5,56,5670,567053,ボクシング　ウインドブレーカー,ボクシングウインドブ
5,56,5670,567055,ボクシング　スウエット,ボクシングスウエツト
5,56,5670,567057,ボクシング　ガウン・パンツ,ボクシングガウン，パ
5,56,5670,567059,ボクシング　トレーナー・Ｔシャツ,ボクシングトレーナー，Ｔ
5,56,5670,567072,ボクシング　アンダーウエア,ボクシングアンダーウエ
5,56,5670,567088,ボクシング　アクセサリー,ボクシングアクセサリー
5,56,5670,567089,ボクシング　その他ウェア,ボクシングソノタウエア
5,56,5670,567097,ボクシング　その他,ボクシングソノタ
5,56,5671,567101,アーチェリー・弓道　矢筒,アーチエリー，キユウドウヤ
5,56,5671,567103,アーチェリー・弓道　矢,アーチエリー，キユウドウヤ
5,56,5671,567107,アーチェリー・弓道　弓,アーチエリー，キユウドウユ
5,56,5671,567109,アーチェリー・弓道　防具,アーチエリー，キユウドウホ
5,56,5671,567145,アーチェリー・弓道　その他グッズ,アーチエリー，キユウドウソ
5,56,5671,567147,アーチェリー・弓道　シューズ,アーチエリー，キユウドウシ
5,56,5671,567148,アーチェリー・弓道　シューズアクセサリー,アーチエリー，キユウドウシ
5,56,5671,567151,アーチェリー・弓道　トレーニングウェア,アーチエリー，キユウドウト
5,56,5671,567153,アーチェリー・弓道　ウインドブレーカー,アーチエリー，キユウドウウ
5,56,5671,567155,アーチェリー・弓道　スウエット,アーチエリー，キユウドウス
5,56,5671,567157,アーチェリー・弓道　ゲームウェア,アーチエリー，キユウドウケ
5,56,5671,567159,アーチェリー・弓道　トレーナー・Ｔシャツ,アーチエリー，キユウドウト
5,56,5671,567172,アーチェリー・弓道　アンダーウエア,アーチエリー，キユウドウア
5,56,5671,567188,アーチェリー・弓道　アクセサリー,アーチエリー，キユウドウア
5,56,5671,567189,アーチェリー・弓道　その他ウェア,アーチエリー，キユウドウソ
5,56,5671,567197,アーチェリー・弓道　その他,アーチエリー，キユウドウソ
5,56,5672,567201,フェンシング　バッグ・ケース,フエンシングバツグ，ケ
5,56,5672,567205,フェンシング　グラブ,フエンシンググラブ
5,56,5672,567207,フェンシング　剣,フエンシングケン
5,56,5672,567209,フェンシング　防具,フエンシングボウグ
5,56,5672,567245,フェンシング　その他グッズ,フエンシングソノタグツス
5,56,5672,567247,フェンシング　シューズ,フエンシングシユーズ
5,56,5672,567248,フェンシング　シューズアクセサリー,フエンシングシユーズアク
5,56,5672,567251,フェンシング　トレーニングウェア,フエンシングトレーニング
5,56,5672,567253,フェンシング　ウインドブレーカー,フエンシングウインドブ
5,56,5672,567257,フェンシング　ユニフォーム,フエンシングユニフオーム
5,56,5672,567259,フェンシング　トレーナー・Ｔシャツ,フエンシングトレーナー，Ｔ
5,56,5672,567272,フェンシング　アンダーウエア,フエンシングアンダーウエ
5,56,5672,567288,フェンシング　アクセサリー,フエンシングアクセサリー
5,56,5672,567289,フェンシング　その他ウェア,フエンシングソノタウエア
5,56,5672,567297,フェンシング　その他,フエンシングソノタ
5,56,5673,567301,レスリング・すもう　バッグ・ケース,レスリング，スモウバツク
5,56,5673,567345,レスリング・すもう　その他グッズ,レスリング，スモウソノタク
5,56,5673,567347,レスリング・すもう　シューズ,レスリング，スモウシユース
5,56,5673,567348,レスリング・すもう　シューズアクセサリー,レスリング，スモウシユース
5,56,5673,567351,レスリング・すもう　トレーニングウェア,レスリング，スモウトレーニ
5,56,5673,567353,レスリング・すもう　ウインドブレーカー,レスリング，スモウウイント
5,56,5673,567355,レスリング・すもう　スウエット,レスリング，スモウスウエツ
5,56,5673,567357,レスリング・すもう　ユニフォーム・まわし,レスリング，スモウユニフオ
5,56,5673,567359,レスリング・すもう　トレーナー・Ｔシャツ,レスリング，スモウトレーナ
5,56,5673,567372,レスリング・すもう　アンダーウエア,レスリング，スモウアンダ
5,56,5673,567388,レスリング・すもう　アクセサリー,レスリング，スモウアクセサ
5,56,5673,567389,レスリング・すもう　その他ウェア,レスリング，スモウソノタウ
5,56,5673,567397,レスリング・すもう　その他,レスリング，スモウソノタ
5,56,5674,567401,柔道・空手　バッグ・ケース,ジユウドウ，カラテバツ
5,56,5674,567409,柔道・空手　防具,ジユウドウ，カラテボウ
5,56,5674,567445,柔道・空手　その他グッズ,ジユウドウ，カラテソノタ
5,56,5674,567451,柔道・空手　トレーニングウェア,ジユウドウ，カラテトレー
5,56,5674,567453,柔道・空手　ウインドブレーカー,ジユウドウ，カラテウイン
5,56,5674,567457,柔道・空手　柔道衣・空手衣,ジユウドウ，カラテジユ
5,56,5674,567472,柔道・空手　アンダーウエア,ジユウドウ，カラテアンタ
5,56,5674,567488,柔道・空手　アクセサリー,ジユウドウ，カラテアクセ
5,56,5674,567489,柔道・空手　その他ウェア,ジユウドウ，カラテソノタ
5,56,5674,567497,柔道・空手　その他,ジユウドウ，カラテソノタ
5,56,5675,567501,剣道・なぎなた　バッグ・ケース,ケンドウ，ナギナタバツ
5,56,5675,567507,剣道・なぎなた　竹刀・なぎなた,ケンドウ，ナギナタシナイ
5,56,5675,567509,剣道・なぎなた　防具,ケンドウ，ナギナタボウ
5,56,5675,567545,剣道・なぎなた　その他グッズ,ケンドウ，ナギナタソノタ
5,56,5675,567551,剣道・なぎなた　トレーニングウェア,ケンドウ，ナギナタトレー
5,56,5675,567553,剣道・なぎなた　ウインドブレーカー,ケンドウ，ナギナタウイン
5,56,5675,567557,剣道・なぎなた　剣道衣・なぎなた衣,ケンドウ，ナギナタケント
5,56,5675,567572,剣道・なぎなた　アンダーウエア,ケンドウ，ナギナタアンタ
5,56,5675,567588,剣道・なぎなた　アクセサリー,ケンドウ，ナギナタアクセ
5,56,5675,567589,剣道・なぎなた　その他ウェア,ケンドウ，ナギナタソノタ
5,56,5675,567597,剣道・なぎなた　その他,ケンドウ，ナギナタソノタ
5,56,5676,567601,射撃　バッグ・ケース,シヤゲキバツグ，ケース
5,56,5676,567603,射撃　弾丸・クレー,シヤゲキダンガン，クレ
5,56,5676,567606,射撃　手袋,シヤゲキテブクロ
5,56,5676,567609,射撃　防具,シヤゲキボウグ
5,56,5676,567639,射撃　銃,シヤゲキジユウ
5,56,5676,567645,射撃　その他グッズ,シヤゲキソノタグツズ
5,56,5676,567647,射撃　シューズ,シヤゲキシユーズ
5,56,5676,567648,射撃　シューズアクセサリー,シヤゲキシユーズアクセサ
5,56,5676,567651,射撃　トレーニングウェア,シヤゲキトレーニングウエ
5,56,5676,567653,射撃　ウインドブレーカー,シヤゲキウインドブレー
5,56,5676,567655,射撃　スウエット,シヤゲキスウエツト
5,56,5676,567657,射撃　ゲームウェア,シヤゲキゲームウエア
5,56,5676,567659,射撃　トレーナー・Ｔシャツ,シヤゲキトレーナー，Ｔシヤ
5,56,5676,567672,射撃　アンダーウエア,シヤゲキアンダーウエア
5,56,5676,567688,射撃　アクセサリー,シヤゲキアクセサリー
5,56,5676,567689,射撃　その他ウェア,シヤゲキソノタウエア
5,56,5676,567697,射撃　その他,シヤゲキソノタ
5,56,5677,567701,乗馬・馬術　バッグ・ケース,ジヨウバ，バジユツハ
5,56,5677,567707,乗馬・馬術　ベン,ジヨウバ，バジユツヘ
5,56,5677,567709,乗馬・馬術　防具,ジヨウバ，バジユツホ
5,56,5677,567741,乗馬・馬術　引手・鞍,ジヨウバ，バジユツヒ
5,56,5677,567745,乗馬・馬術　その他グッズ,ジヨウバ，バジユツソ
5,56,5677,567747,乗馬・馬術　シューズ,ジヨウバ，バジユツシ
5,56,5677,567748,乗馬・馬術　シューズアクセサリー,ジヨウバ，バジユツシ
5,56,5677,567751,乗馬・馬術　シャツ,ジヨウバ，バジユツシ
5,56,5677,567753,乗馬・馬術　ブラウス,ジヨウバ，バジユツフ
5,56,5677,567757,乗馬・馬術　乗馬服,ジヨウバ，バジユツシ
5,56,5677,567772,乗馬・馬術　アンダーウエア,ジヨウバ，バジユツア
5,56,5677,567788,乗馬・馬術　アクセサリー,ジヨウバ，バジユツア
5,56,5677,567789,乗馬・馬術　その他ウェア,ジヨウバ，バジユツソ
5,56,5677,567797,乗馬・馬術　その他,ジヨウバ，バジユツソ
5,56,5678,567801,武道その他　バッグ・ケース,ブドウソノタバツグ，
5,56,5678,567807,武道その他　武道刀,ブドウソノタブドウカ
5,56,5678,567809,武道その他　防具,ブドウソノタボウグ
5,56,5678,567845,武道その他　その他グッズ,ブドウソノタソノタグツ
5,56,5678,567847,武道その他　シューズ,ブドウソノタシユーズ
5,56,5678,567848,武道その他　シューズアクセサリー,ブドウソノタシユーズア
5,56,5678,567851,武道その他　トレーニングウェア,ブドウソノタトレーニンク
5,56,5678,567853,武道その他　ウインドブレーカー,ブドウソノタウインドフ
5,56,5678,567855,武道その他　スウエット,ブドウソノタスウエツト
5,56,5678,567857,武道その他　武道衣,ブドウソノタブドウキ
5,56,5678,567859,武道その他　トレーナー・Ｔシャツ,ブドウソノタトレーナー，
5,56,5678,567872,武道その他　アンダーウエア,ブドウソノタアンダーウ
5,56,5678,567888,武道その他　アクセサリー,ブドウソノタアクセサリー
5,56,5678,567889,武道その他　その他ウェア,ブドウソノタソノタウエア
5,56,5678,567897,武道その他　その他,ブドウソノタソノタ
5,56,5680,568001,登山・キャンプ　ザック,トザン，キヤンプザツク
5,56,5680,568009,登山・キャンプ　防具,トザン，キヤンプボウク
5,56,5680,568042,登山・キャンプ　調理具,トザン，キヤンプチヨウリ
5,56,5680,568043,登山・キャンプ　シュラフ,トザン，キヤンプシユラフ
5,56,5680,568044,登山・キャンプ　テント・シート,トザン，キヤンプテント，
5,56,5680,568045,登山・キャンプ　その他グッズ,トザン，キヤンプソノタク
5,56,5680,568047,登山・キャンプ　シューズ,トザン，キヤンプシユース
5,56,5680,568048,登山・キャンプ　シューズアクセサリー,トザン，キヤンプシユース
5,56,5680,568051,登山・キャンプ　トレーニングウェア,トザン，キヤンプトレーニ
5,56,5680,568053,登山・キャンプ　ウインドブレーカー,トザン，キヤンプウイント
5,56,5680,568057,登山・キャンプ　セーター,トザン，キヤンプセーター
5,56,5680,568069,登山・キャンプ　防寒着,トザン，キヤンプボウカ
5,56,5680,568071,登山・キャンプ　ニッカーパンツ,トザン，キヤンプニツカー
5,56,5680,568072,登山・キャンプ　アンダーウエア,トザン，キヤンプアンダ
5,56,5680,568088,登山・キャンプ　アクセサリー,トザン，キヤンプアクセサ
5,56,5680,568089,登山・キャンプ　その他ウェア,トザン，キヤンプソノタウ
5,56,5680,568097,登山・キャンプ　その他,トザン，キヤンプソノタ
5,56,5681,568101,釣り竿（カーボンロッド）,ツリサオ（カーボンロツド
5,56,5681,568102,釣り竿（ﾌｪﾉｰﾙ、新素材）,ツリサオ（フエノール，シンソ
5,56,5681,568104,釣用リール,ツリヨウリール
5,56,5681,568111,釣糸,ツリイト
5,56,5681,568112,釣針,ツリハリ
5,56,5681,568113,仕掛・毛針・擬似餌,シカケ，ケハリ，ギジエ
5,56,5681,568114,ウキ,ウキ
5,56,5681,568121,釣餌,ツリエサ
5,56,5681,568131,ルアー,ルアー
5,56,5681,568132,フライ,フライ
5,56,5681,568141,フイッシングウェア,フイツシングウエア
5,56,5681,568142,釣用履物・身の回り品,ツリヨウハキモノ，ミノマワリ
5,56,5681,568151,釣用バッグ・ケース類,ツリヨウバツグ，ケースル
5,56,5681,568152,釣用クーラー,ツリヨウクーラー
5,56,5681,568153,釣用照明器具,ツリヨウシヨウメイキグ
5,56,5681,568154,仕掛部材,シカケブザイ
5,56,5681,568155,釣用工具・器具,ツリヨウコウグ，キグ
5,56,5681,568156,釣用加工・補修部材,ツリヨウカコウ，ホシユウブ
5,56,5681,568157,フィッシング　その他,フイツシングソノタ
5,56,5682,568201,サイクリング　バッグ・ケース,サイクリングバツグ，ケ
5,56,5682,568206,サイクリング　手袋,サイクリングテブクロ
5,56,5682,568240,サイクリング　自転車,サイクリングジテンシヤ
5,56,5682,568245,サイクリング　その他グッズ,サイクリングソノタグツス
5,56,5682,568247,サイクリング　シューズ,サイクリングシユーズ
5,56,5682,568248,サイクリング　シューズアクセサリー,サイクリングシユーズアク
5,56,5682,568251,サイクリング　トレーニングウェア,サイクリングトレーニング
5,56,5682,568253,サイクリング　ウインドブレーカー,サイクリングウインドブ
5,56,5682,568255,サイクリング　スウエット,サイクリングスウエツト
5,56,5682,568257,サイクリング　ゲームウェア,サイクリングゲームウエア
5,56,5682,568259,サイクリング　トレーナー・Ｔシャツ,サイクリングトレーナー，Ｔ
5,56,5682,568272,サイクリング　アンダーウエア,サイクリングアンダーウエ
5,56,5682,568288,サイクリング　アクセサリー,サイクリングアクセサリー
5,56,5682,568289,サイクリング　その他ウェア,サイクリングソノタウエア
5,56,5682,568297,サイクリング　その他,サイクリングソノタ
5,56,5683,568301,トライアスロン　バッグ・ケース,トライアスロンバツグ，ケ
5,56,5683,568306,トライアスロン　手袋,トライアスロンテブクロ
5,56,5683,568340,トライアスロン　自転車,トライアスロンジテンシヤ
5,56,5683,568345,トライアスロン　その他グッズ,トライアスロンソノタグツス
5,56,5683,568347,トライアスロン　シューズ,トライアスロンシユーズ
5,56,5683,568348,トライアスロン　シューズアクセサリー,トライアスロンシユーズアク
5,56,5683,568351,トライアスロン　トレーニングウェア,トライアスロントレーニング
5,56,5683,568353,トライアスロン　ウインドブレーカー,トライアスロンウインドブ
5,56,5683,568357,トライアスロン　ゲームウェア,トライアスロンゲームウエア
5,56,5683,568359,トライアスロン　トレーナー・Ｔシャツ,トライアスロンレーナー，Ｔシ
5,56,5683,568372,トライアスロン　アンダーウエア,トライアスロンアンダーウエ
5,56,5683,568388,トライアスロン　アクセサリー,トライアスロンアクセサリー
5,56,5683,568389,トライアスロン　その他ウェア,トライアスロンソノタウエア
5,56,5683,568397,トライアスロン　その他,トライアスロンソノタ
5,56,5688,568801,レジャーＳＰ他　バッグ・ケース,レジヤーＳＰタバツグ，
5,56,5688,568845,レジャーＳＰ他　その他グッズ,レジヤーＳＰタソノタグツ
5,56,5688,568847,レジャーＳＰ他　シューズ,レジヤーＳＰタシユーズ
5,56,5688,568848,レジャーＳＰ他　シューズアクセサリー,レジヤーＳＰタシユーズア
5,56,5688,568851,レジャーＳＰ他　トレーニングウェア,レジヤーＳＰタトレーニンク
5,56,5688,568853,レジャーＳＰ他　ウインドブレーカー,レジヤーＳＰタウインドフ
5,56,5688,568857,レジャーＳＰ他　ゲームウェア,レジヤーＳＰタゲームウエ
5,56,5688,568859,レジャーＳＰ他　トレーナー・Ｔシャツ,レジヤーＳＰタトレーナー，
5,56,5688,568872,レジャーＳＰ他　アンダーウエア,レジヤーＳＰタアンダーウ
5,56,5688,568888,レジャーＳＰ他　アクセサリー,レジヤーＳＰタアクセサリー
5,56,5688,568889,レジャーＳＰ他　その他ウェア,レジヤーＳＰタソノタウエア
5,56,5688,568897,レジャーＳＰ他　その他,レジヤーＳＰタソノタ
5,56,5690,569001,ジョギング　バッグ・ケース,ジヨギングバツグ，
5,56,5690,569045,ジョギング　その他グッズ,ジヨギングソノタク
5,56,5690,569047,ジョギング　シューズ,ジヨギングシユーズ
5,56,5690,569048,ジョギング　シューズアクセサリー,ジヨギングシユーズア
5,56,5690,569051,ジョギング　トレーニングウェア,ジヨギングトレーニンク
5,56,5690,569053,ジョギング　ウインドブレーカー,ジヨギングウインドフ
5,56,5690,569055,ジョギング　スウエット,ジヨギングスウエツト
5,56,5690,569059,ジョギング　トレーナー・Ｔシャツ,ジヨギングトレーナ，Ｔ
5,56,5690,569072,ジョギング　アンダーウエア,ジヨギングアンダーウ
5,56,5690,569088,ジョギング　アクセサリー,ジヨギングアクセサリー
5,56,5690,569089,ジョギング　その他ウェア,ジヨギングソノタウエア
5,56,5690,569097,ジョギング　その他,ジヨギングソノタ
5,56,5691,569101,トレーニング　バッグ・ケース,トレーニングバツグ，ケ
5,56,5691,569145,トレーニング　その他グッズ,トレーニングソノタグツス
5,56,5691,569147,トレーニング　シューズ,トレーニングシユーズ
5,56,5691,569148,トレーニング　シューズアクセサリー,トレーニングシユーズアク
5,56,5691,569151,トレーニング　トレーニングウェア,トレーニングトレーニング
5,56,5691,569153,トレーニング　ウインドブレーカー,トレーニングウインドブ
5,56,5691,569155,トレーニング　スウエット,トレーニングスウエツト
5,56,5691,569157,トレーニング　ゲームウェア,トレーニングゲームウエア
5,56,5691,569159,トレーニング　トレーナー・Ｔシャツ,トレーニングトレーナー，Ｔ
5,56,5691,569172,トレーニング　アンダーウエア,トレーニングアンダーウエ
5,56,5691,569188,トレーニング　アクセサリー,トレーニングアクセサリー
5,56,5691,569189,トレーニング　その他ウェア,トレーニングソノタウエア
5,56,5691,569197,トレーニング　その他,トレーニングソノタ
5,56,5692,569201,フィットネス　バッグ・ケース,フイツトネスバツグ，ケー
5,56,5692,569245,フィットネス　その他グッズ,フイツトネスソノタグツズ
5,56,5692,569247,フィットネス　シューズ,フイツトネスシユーズ
5,56,5692,569248,フィットネス　シューズアクセサリー,フイツトネスシユーズアクセ
5,56,5692,569251,フィットネス　トレーニングウェア,フイツトネストレーニングウ
5,56,5692,569253,フィットネス　ウインドブレーカー,フイツトネスウインドブレ
5,56,5692,569255,フィットネス　スウエット,フイツトネススウエツト
5,56,5692,569257,フィットネス　ゲームウェア,フイツトネスゲームウエア
5,56,5692,569259,フィットネス　トレーナー・Ｔシャツ,フイツトネストレーナー，Ｔシ
5,56,5692,569272,フィットネス　アンダーウエア,フイツトネスアンダーウエア
5,56,5692,569288,フィットネス　アクセサリー,フイツトネスアクセサリー
5,56,5692,569289,フィットネス　その他ウェア,フイツトネスソノタウエア
5,56,5692,569297,フィットネス　その他,フイツトネスソノタ
5,56,5693,569301,ウォーキング　バッグ・ケース,ウオーキングバツグ，ケ
5,56,5693,569345,ウォーキング　その他グッズ,ウオーキングソノタグツス
5,56,5693,569347,ウォーキング　シューズ,ウオーキングシユーズ
5,56,5693,569348,ウォーキング　シューズアクセサリー,ウオーキングシユーズアク
5,56,5693,569351,ウォーキング　トレーニングウェア,ウオーキングトレーニング
5,56,5693,569353,ウォーキング　ウインドブレーカー,ウオーキングウインドブ
5,56,5693,569355,ウォーキング　スウエット,ウオーキングスウエツト
5,56,5693,569359,ウォーキング　トレーナー・Ｔシャツ,ウオーキングトレーナー，Ｔ
5,56,5693,569372,ウォーキング　アンダーウエア,ウオーキングアンダーウエ
5,56,5693,569388,ウォーキング　アクセサリー,ウオーキングアクセサリー
5,56,5693,569389,ウォーキング　その他ウェア,ウオーキングソノタウエア
5,56,5693,569397,ウォーキング　その他,ウオーキングソノタ
5,56,5694,569401,スポーツカジュアル　バッグ・ケース,スポーツカジユアルバツ
5,56,5694,569445,スポーツカジュアル　その他グッズ,スポーツカジユアルソノタ
5,56,5694,569447,スポーツカジュアル　シューズ,スポーツカジユアルシユー
5,56,5694,569448,スポーツカジュアル　シューズアクセサリー,スポーツカジユアルシユー
5,56,5694,569451,スポーツカジュアル　トレーニングウェア,スポーツカジユアルトレー
5,56,5694,569453,スポーツカジュアル　ウインドブレーカー,スポーツカジユアルウイン
5,56,5694,569455,スポーツカジュアル　スウエット,スポーツカジユアルスウエ
5,56,5694,569459,スポーツカジュアル　トレーナー・Ｔシャツ,スポーツカジユアルトレー
5,56,5694,569472,スポーツカジュアル　アンダーウエア,スポーツカジユアルアンタ
5,56,5694,569488,スポーツカジュアル　アクセサリー,スポーツカジユアルアクセ
5,56,5694,569489,スポーツカジュアル　その他ウェア,スポーツカジユアルソノタ
5,56,5694,569497,スポーツカジュアル　その他,スポーツカジユアルソノタ
5,56,5695,569501,スクール（学校体育）　バッグ・ケース,スクールバツグ，ケース
5,56,5695,569545,スクール（学校体育）　その他グッズ,スクールソノタグツズ
5,56,5695,569547,スクール（学校体育）　シューズ,スクールシユーズ
5,56,5695,569548,スクール（学校体育）　シューズアクセサリ,スクールシユーズアクセサリ
5,56,5695,569551,スクール（学校体育）　トレーニングウェア,スクールトレーニングウエア
5,56,5695,569553,スクール（学校体育）　ウインドブレーカー,スクールウインドブレーカ
5,56,5695,569555,スクール（学校体育）　スウエット,スクールスウエツト
5,56,5695,569559,スクール（学校体育）　トレーナー・Ｔシャ,スクールトレーナー，Ｔシヤツ
5,56,5695,569572,スクール（学校体育）　アンダーウエア,スクールアンダーウエア
5,56,5695,569588,スクール（学校体育）　アクセサリー,スクールアクセサリー
5,56,5695,569589,スクール（学校体育）　その他ウェア,スクールソノタウエア
5,56,5695,569597,スクール（学校体育）　その他,スクールソノタ
5,56,5696,569601,キッズ・インファント　バッグ・ケース,キツズ，インフアントバツ
5,56,5696,569645,キッズ・インファント　その他グッズ,キツズ，インフアントソノタ
5,56,5696,569647,キッズ・インファント　シューズ,キツズ，インフアントシユー
5,56,5696,569648,キッズ・インファント　シューズアクセサリ,キツズ，インフアントシユー
5,56,5696,569651,キッズ・インファント　トレーニングウェア,キツズ，インフアントトレー
5,56,5696,569653,キッズ・インファント　ウインドブレーカー,キツズ，インフアントウイン
5,56,5696,569655,キッズ・インファント　スウエット,キツズ，インフアントスウエ
5,56,5696,569659,キッズ・インファント　トレーナー・Ｔシャ,キツズ，インフアントトレー
5,56,5696,569672,キッズ・インファント　アンダーウエア,キツズ，インフアントアンタ
5,56,5696,569688,キッズ・インファント　アクセサリー,キツズ，インフアントアクセ
5,56,5696,569689,キッズ・インファント　その他ウェア,キツズ，インフアントソノタ
5,56,5696,569697,キッズ・インファント　その他,キツズ，インフアントソノタ
5,56,5698,569801,その他スポーツ　バッグ・ケース,ソノタスポーツバツグ，
5,56,5698,569845,その他スポーツ　その他グッズ,ソノタスポーツソノタグツ
5,56,5698,569847,その他スポーツ　シューズ,ソノタスポーツシユーズ
5,56,5698,569848,その他スポーツ　シューズアクセサリー,ソノタスポーツシユーズア
5,56,5698,569851,その他スポーツ　トレーニングウェア,ソノタスポーツトレーニンク
5,56,5698,569853,その他スポーツ　ウインドブレーカー,ソノタスポーツウインドフ
5,56,5698,569855,その他スポーツ　スウエット,ソノタスポーツスウエツト
5,56,5698,569859,その他スポーツ　トレーナー・Ｔシャツ,ソノタスポーツトレーナー，
5,56,5698,569872,その他スポーツ　アンダーウエア,ソノタスポーツアンダーウ
5,56,5698,569888,その他スポーツ　アクセサリー,ソノタスポーツアクセサリー
5,56,5698,569889,その他スポーツ　その他ウェア,ソノタスポーツソノタウエア
5,56,5698,569897,その他スポーツ　その他,ソノタスポーツソノタ
9,99,9901,990199,その他輸入商品不明,ソノタユニユウシヨウヒンフメ
